timestamp,scenario_name,predicted_cpu,load_level,current_pods,raw_required_pods,delayable_jobs,workload_reduction_percent,carbon_saving_gco2,carbon_saving_percent,final_action,final_pods,sla_preserved
2026-05-04T02:28:43.431744Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:28:54.605619Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:29:05.758117Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:29:16.897270Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:29:28.071211Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:29:39.240695Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:29:50.415021Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:30:01.558789Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:30:12.706331Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:30:23.875612Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:30:34.983003Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:30:46.144024Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:30:57.289139Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:31:07.659804Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:31:08.456288Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:31:18.782579Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:31:19.579258Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:31:29.959022Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:31:30.720529Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:31:41.126251Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:31:41.868443Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:31:52.296984Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:31:53.009737Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:32:03.465926Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:32:04.170324Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:32:39.747227Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:33:27.566790Z,LOW RECOVERY,25,LOW,5,1,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:33:47.351455Z,LOW LOAD,20,LOW,3,1,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:34:15.456011Z,LOW LOAD,20,LOW,3,1,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:35:04.112448Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:35:15.317043Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:35:26.547951Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:35:37.726258Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:35:48.887005Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:36:00.035224Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:36:11.192464Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:36:22.319045Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:36:33.441933Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:36:44.609498Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:36:47.352085Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:36:55.759197Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:36:58.522881Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:37:06.923248Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:37:09.674989Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:37:18.098382Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:37:20.824379Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:37:29.280516Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:37:31.971617Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:37:40.444794Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:37:43.141333Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:37:51.629809Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:37:54.299953Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:38:02.745442Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:38:05.471590Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:38:13.929462Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:38:16.601755Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:38:25.124801Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:38:27.746755Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:38:36.328954Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:38:38.889805Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:38:47.478340Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:38:50.046282Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:38:58.669303Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:39:01.206313Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:39:09.809965Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:39:12.355956Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:39:20.996407Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:39:23.516430Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:39:32.152431Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:39:34.652135Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:39:43.308294Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:39:45.814391Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:39:54.480968Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:39:56.963894Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:40:05.634836Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:40:08.094513Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:40:16.806131Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:40:19.267267Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:40:27.913649Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:40:30.395080Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:40:39.037427Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:40:41.535425Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:40:50.194168Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:40:52.688138Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:41:01.337065Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:41:03.807705Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:41:12.465743Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:41:14.964511Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:41:23.640846Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:41:26.135605Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:41:34.835158Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:41:37.262128Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:41:46.012886Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:41:48.383541Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:41:57.148746Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:41:59.574488Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:42:08.351114Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:42:10.800219Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:42:19.537939Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:42:22.050345Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:42:30.705619Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:42:33.255993Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:42:41.909915Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:42:44.460817Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:42:53.104332Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:42:55.623958Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:43:04.249036Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:43:06.759218Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:43:15.416420Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:43:17.926518Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:43:26.544585Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:43:29.048790Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:43:37.698135Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:43:40.201443Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:43:48.841125Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:43:51.374027Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:44:00.002021Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:44:02.543779Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:44:11.148420Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:44:13.697716Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:44:22.288222Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:44:24.830078Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:44:33.454575Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:44:35.997372Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:44:44.662972Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:44:47.218892Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:44:54.602198Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:44:55.913168Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:44:58.381122Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:45:05.810339Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:45:07.077717Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:45:09.536521Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:52:09.530809Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:52:20.700129Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:52:50.212940Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:53:01.338503Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:53:12.504047Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:53:23.604084Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:53:34.773877Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:53:45.939764Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:53:57.088444Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:54:08.238818Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:54:19.394001Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:54:30.545646Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:54:41.717145Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:54:52.908652Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:55:04.040268Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:55:15.189481Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:55:26.351466Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:55:37.530411Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:55:48.679333Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:55:59.879085Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:56:11.067082Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:56:22.258320Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:56:33.378374Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:56:44.538304Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:56:55.675523Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:57:06.853021Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:57:18.033816Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:57:29.210579Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:57:40.385082Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:57:51.535816Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:58:02.702927Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:58:13.865990Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:58:25.035255Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:58:36.208731Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:58:47.403091Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T02:58:56.772614Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:58:58.544357Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T02:59:07.946630Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:59:09.704400Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:59:33.024973Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T02:59:44.168176Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T02:59:55.328404Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T03:00:06.477791Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T03:00:17.661094Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T03:00:28.844352Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T03:00:39.995723Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T03:00:51.205148Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T03:01:02.333389Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T03:01:13.477485Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T03:01:24.611525Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T03:01:35.738175Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T03:01:46.864212Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T03:01:58.025622Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T03:02:09.217339Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T03:02:20.420072Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T03:02:31.597974Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T03:02:42.737558Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T03:02:53.840108Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T03:03:04.983899Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T03:03:16.148143Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T03:03:27.296263Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T03:03:38.450915Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T03:03:49.561857Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T03:04:00.684596Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T03:04:11.831345Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T03:04:22.980098Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T03:04:34.174376Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
2026-05-04T03:04:45.325980Z,HIGH LOAD NO DELAY,90,HIGH,3,5,0,0.0,0.0,0.0,N/A,0,True
2026-05-04T03:04:56.491345Z,LOW RECOVERY,25,LOW,5,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T03:05:07.647389Z,LOW LOAD,20,LOW,3,1,3,0.5,0.0,0.0,N/A,0,True
2026-05-04T03:05:18.805315Z,NORMAL LOAD,55,NORMAL,3,3,1,0.1357142857142857,3.33,66.6,N/A,0,True
2026-05-04T03:05:29.941189Z,HIGH LOAD,85,HIGH,2,5,1,0.11176470588235293,0.0,0.0,N/A,0,True
